epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,activation,train_rmse,val_rmse,RMSE %
50,0.1,"[128, 128, 128]",True,False,ReLU(),5.678716057787336,6.043569829546421,220.93010273292825
50,0.1,"[128, 128, 128]",True,False,LeakyReLU(negative_slope=0.01),25.853876213101035,27.04333049819369,616.5038245589392
50,0.1,"[128, 128, 128]",True,False,Sigmoid(),6.239139334454538,6.160991315470714,223.14197814152564
50,0.1,"[128, 128, 128]",False,True,ReLU(),5.781313070961274,5.703587632865683,214.52583817879102
50,0.1,"[128, 128, 128]",False,True,LeakyReLU(negative_slope=0.01),5.520751501960512,5.703583442509011,214.5257592447969
50,0.1,"[128, 128, 128]",False,True,Sigmoid(),4.946000959801097,5.162001379240041,204.3239461945477
50,0.1,"[128, 128, 128]",False,False,ReLU(),5.5554583771232275,5.477970269148736,210.2758706823836
50,0.1,"[128, 128, 128]",False,False,LeakyReLU(negative_slope=0.01),120.03992518056552,120.86649363313632,2383.85624444578
50,0.1,"[128, 128, 128]",False,False,Sigmoid(),5.490465855023317,5.413050113490312,209.052965907394
50,0.1,"[128, 64]",True,True,ReLU(),5.2975799831859485,5.398417481110498,208.7773301541144
50,0.1,"[128, 64]",True,True,LeakyReLU(negative_slope=0.01),5.740391440757699,5.896802967040213,218.1654467466823
50,0.1,"[128, 64]",True,True,Sigmoid(),5.751785154801926,6.039288064786162,220.8494468793247
50,0.1,"[128, 64]",True,False,ReLU(),6.004986032561274,5.927045161257462,218.73512073066075
50,0.1,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),10.449512270084751,10.497366770668622,304.8265366045482
50,0.1,"[128, 64]",True,False,Sigmoid(),6.681132293255035,6.602636950820783,231.4612828450537
50,0.1,"[128, 64]",False,True,ReLU(),5.457780896657405,5.710386409644257,214.65390713522342
50,0.1,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),5.904840403553819,6.0549600956821745,221.14466184333915
50,0.1,"[128, 64]",False,True,Sigmoid(),5.082588594312972,5.219824812757452,205.41316959885964
50,0.1,"[128, 64]",False,False,ReLU(),0.9899038923555443,1.158143528257838,128.9030413201423
50,0.1,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),5.350772026966189,5.262046062985956,206.20849376262368
50,0.1,"[128, 64]",False,False,Sigmoid(),5.5515147860580205,5.4740310155689835,210.2016667319507
50,0.1,"[256, 64]",True,True,ReLU(),6.129613174661218,6.348824149277894,226.68019623470448
50,0.1,"[256, 64]",True,True,LeakyReLU(negative_slope=0.01),5.4332443645747315,5.584743124247087,212.287157208344
50,0.1,"[256, 64]",True,True,Sigmoid(),5.832706648412453,6.056427386500126,221.17230128642697
50,0.1,"[256, 64]",True,False,ReLU(),5.6308353511277796,5.553782287988598,211.70394612213857
50,0.1,"[256, 64]",True,False,LeakyReLU(negative_slope=0.01),4.603569581301347,4.7454478999074,196.47730390375236
50,0.1,"[256, 64]",True,False,Sigmoid(),5.611814790172722,5.534265455262296,211.3363064008285
50,0.1,"[256, 64]",False,True,ReLU(),6.134573757956501,6.377529798165708,227.22092622430557
50,0.1,"[256, 64]",False,True,LeakyReLU(negative_slope=0.01),5.949102419631902,6.095831294184185,221.91455500364881
50,0.1,"[256, 64]",False,True,Sigmoid(),5.752612193057772,6.021832746091743,220.52064001859128
50,0.1,"[256, 64]",False,False,ReLU(),5.625721276067769,5.548157044317345,211.59798307759124
50,0.1,"[256, 64]",False,False,LeakyReLU(negative_slope=0.01),4.38102079030989,4.404875367486804,190.06191916070313
50,0.1,"[256, 64]",False,False,Sigmoid(),5.333091768434865,5.255859498354713,206.09195708227224
